headerdatestamp|headeridentifier|headersetSpec|metadata.mods.accessCondition#text|metadata.mods.accessCondition@type|metadata.mods.identifier.0#text|metadata.mods.identifier.0@type|metadata.mods.identifier.1|metadata.mods.language.languageTerm#text|metadata.mods.language.languageTerm@authority|metadata.mods.language.languageTerm@type|metadata.mods.location.holdingSimple.copyInformationshelfLocator|metadata.mods.locationphysicalLocation|metadata.mods.name.role.roleTerm#text|metadata.mods.name.role.roleTerm@authority|metadata.mods.name.role.roleTerm@type|metadata.mods.name.role.roleTerm@valueURI|metadata.mods.namenamePart|metadata.mods.originInfo.dateCreated.0|metadata.mods.originInfo.dateCreated.1#text|metadata.mods.originInfo.dateCreated.1@encoding|metadata.mods.originInfo.dateCreated.1@keyDate|metadata.mods.originInfo.dateCreated.1@point|metadata.mods.originInfo.dateCreated.1@qualifier|metadata.mods.originInfo.dateCreated.2#text|metadata.mods.originInfo.dateCreated.2@encoding|metadata.mods.originInfo.dateCreated.2@keyDate|metadata.mods.originInfo.dateCreated.2@point|metadata.mods.physicalDescription.form#text|metadata.mods.physicalDescription.form@authority|metadata.mods.physicalDescription.form@valueURI|metadata.mods.recordInfo.languageOfCataloging.languageTerm#text|metadata.mods.recordInfo.languageOfCataloging.languageTerm@authority|metadata.mods.recordInfo.languageOfCataloging.languageTerm@type|metadata.mods.recordInforecordContentSource|metadata.mods.recordInforecordIdentifier|metadata.mods.recordInforecordOrigin|metadata.mods.relatedItem.0.titleInfotitle|metadata.mods.relatedItem.0@displayLabel|metadata.mods.relatedItem.0@type|metadata.mods.relatedItem.1.identifier#text|metadata.mods.relatedItem.1.identifier@type|metadata.mods.relatedItem.1.titleInfotitle|metadata.mods.relatedItem.1@displayLabel|metadata.mods.relatedItem.1@type|metadata.mods.subject.0topic|metadata.mods.subject.1.name@authority|metadata.mods.subject.1.name@valueURI|metadata.mods.subject.1.namenamePart|metadata.mods.subject.1@authority|metadata.mods.subject.1@valueURI|metadata.mods.subject.1topic|metadata.mods.subject.2.cartographicscoordinates|metadata.mods.subject.2.geographic#text|metadata.mods.subject.2.geographic@authority|metadata.mods.subject.2.geographic@valueURI|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xs|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modsabstract|metadata.modsnote|metadata.modstypeOfResource
2018-05-03T23:13:20Z|oai:utklib:ruskin_109|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000208|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A109|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4716|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|Maxine Erwin|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|one name is unclear (.... Nunva..?), Maxine Erwin|Dates inferred from dates of archival collection.|still image
2018-05-03T23:13:20Z|oai:utklib:ruskin_110|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000209|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A110|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4717|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|Zoe Cowen, Martin Zook|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Country Courtship, R.C.C. 1915, Zoe Cowen, Martin Zook|Dates inferred from dates of archival collection.|still image
2018-05-03T23:13:21Z|oai:utklib:ruskin_111|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000210|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A111|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4718|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|Skelley, McCormick, Cowen, Essig, Ramer|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Left to right-, Verna Skelley, Lena McCormick, Zoe Cowen, Viginia Essig, Jeanette Ramer|Dates inferred from dates of archival collection.|still image
2018-05-03T23:13:21Z|oai:utklib:ruskin_112|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000211|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A112|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4719|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|6 girls wrapped in blankets|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|no label on photo|Dates inferred from dates of archival collection.|still image
2018-05-03T23:13:21Z|oai:utklib:ruskin_113|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000212|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A113|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4720|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|Virginia Essig, [unclear] Stokes|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|label is partially obscured. Viginia Essig, ..yla Stokes|Dates inferred from dates of archival collection.|still image
2018-05-03T23:13:21Z|oai:utklib:ruskin_114|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000213|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A114|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4721|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|5 girls outside|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|no label on photo.  5 girls in a line outside.|Dates inferred from dates of archival collection.|still image
2018-05-03T23:13:21Z|oai:utklib:ruskin_115|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000214|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A115|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4722|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|5 girls sitting under a tree|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|no label on photo. 5 girls sitting under a tree.|Dates inferred from dates of archival collection.|still image
2018-05-03T23:13:21Z|oai:utklib:ruskin_116|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000215|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A116|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4723|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|Essig, Storey, Wilkes, Morris, Bassett|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Left to right-, Virginia Essig, Clina Storey, Jane Wilkes, Novella Morris, Inez Bassett|Dates inferred from dates of archival collection.|still image
2018-05-03T23:13:21Z|oai:utklib:ruskin_117|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000216|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A117|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4724|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|Morris, Ramer, Wilkes, Puckett in a car|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|[unclear] R.C. Form[unclear], Novella Morris, Jeanette Ramer, Jane Wilkes, Miss Puckett|Dates inferred from dates of archival collection.|still image
2018-05-03T23:13:21Z|oai:utklib:ruskin_118|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000217|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A118|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4725|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|Stokes, Kirk, Morris, Ramer, Essig, Wilkes, Storey|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|8 ladies outside under trees. , Left to Right-, [Marye D.] Stokes, [unclear], Marguerite Kirk, [No]vella Morris, [Je]anette Ra[mer], Virginia Ess[ig], [J]ane Wilkes, [C]lina Storey|Dates inferred from dates of archival collection.|still image
2018-05-03T23:13:21Z|oai:utklib:ruskin_119|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000218|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A119|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4726|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|Sailor Boys|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Sailor Boys, Lee allen, Homer [Da...], Martin Zook|Dates inferred from dates of archival collection.|still image
2018-05-03T23:13:21Z|oai:utklib:ruskin_120|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000219|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A120|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4727|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|Group of Ladies Outside|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Left to Right-, Novella Morris, Jane Wilkes, Jeanette Ramer, Verna Skelley, Clina Storey, Zoe Cowen, Marguerite Kirk, Marye D. Stokes|Dates inferred from dates of archival collection.|still image
2018-05-03T23:13:21Z|oai:utklib:ruskin_121|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000220|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A121|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4728|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|Essig, Stephenson, Skelley, Dunbar|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Virginia Essig, Harry Stephenson, Verna Skelley, Earl Dunbar|Dates inferred from dates of archival collection.|still image
2018-05-03T23:13:22Z|oai:utklib:ruskin_122|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000221|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A122|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4729|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|Men playing tennis|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Label has been obscured, notation unclear|Dates inferred from dates of archival collection.|still image
2018-05-03T23:13:22Z|oai:utklib:ruskin_123|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000222|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A123|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4730|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|Mrs. [Stran..] and Miss DeMombron|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|1. Mrs. [Stran..], 2. Miss DeMombron, (my rhetoric teacher)|Dates inferred from dates of archival collection.|still image
2018-05-03T23:13:22Z|oai:utklib:ruskin_124|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000223|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A124|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4731|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|Homer [unclear], Verna Skelley|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Homer [unclear] , Verna Skelley|Dates inferred from dates of archival collection.|still image
2018-05-03T23:13:22Z|oai:utklib:ruskin_125|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000224|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A125|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4732|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|Earl Dunbar, [Prof.] Forman|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Two men playing tennis. Earl Dunar, [Prof.] Forman|Dates inferred from dates of archival collection.|still image
2018-05-03T23:13:22Z|oai:utklib:ruskin_126|collections_ruskin|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000296_000225|local|https://digital.lib.utk.edu/collections/islandora/object/ruskin%3A126|zxx|iso639-2b|code|Box 1, Folder 1|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|unknown|undated|1912|edtf|yes|start|inferred|1965|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4733|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.0335|local|Ruskin Cave College Collection|Collection|host|Education, Higher--Tennessee--History|    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85028356|College students|"36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918"|Dickson County (Tenn.)|naf|http://id.loc.gov/authorities/names/n82227642|Two Ladies Outside|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|no label on photo.  Two ladies outside leaning on a rail.|Dates inferred from dates of archival collection.|still image
